centreName,centreType,address,city,county,postcode,website,phone,latitude,longitude,lastVerifiedDate,storeName,categoryRaw,subcategoryRaw,unitNumber,floor,isAnchorTenant,normalizedCategoryId,sourceUrls
Peterborough One Retail Park (PE1),RETAIL_PARK,"Eye Road, Peterborough",Peterborough,Cambridgeshire,PE1 4YZ,https://pe1.co.uk/,,52.5895,-0.2031,2025-09-29,Van Hage Garden Centre (now part of British Garden Centres),Garden Centre,Home & Garden,,,True,GARDEN_CENTRE,https://britishgardencentres.com/peterborough-garden-centre/ | https://pe1.co.uk/stores/van-hage/
Peterborough One Retail Park (PE1),RETAIL_PARK,"Eye Road, Peterborough",Peterborough,Cambridgeshire,PE1 4YZ,https://pe1.co.uk/,,52.5895,-0.2031,2025-09-29,Pavers Shoes,Footwear,Shoes,,,False,FOOTWEAR,https://pe1.co.uk/stores/pavers-shoes/
Peterborough One Retail Park (PE1),RETAIL_PARK,"Eye Road, Peterborough",Peterborough,Cambridgeshire,PE1 4YZ,https://pe1.co.uk/,,52.5895,-0.2031,2025-09-29,Roman Originals,Fashion,Clothing,,,False,APPAREL,https://pe1.co.uk/stores/roman/
Peterborough One Retail Park (PE1),RETAIL_PARK,"Eye Road, Peterborough",Peterborough,Cambridgeshire,PE1 4YZ,https://pe1.co.uk/,,52.5895,-0.2031,2025-09-29,Bonmarché,Fashion,Clothing,,,False,APPAREL,https://pe1.co.uk/stores/bonmarche/
Peterborough One Retail Park (PE1),RETAIL_PARK,"Eye Road, Peterborough",Peterborough,Cambridgeshire,PE1 4YZ,https://pe1.co.uk/,,52.5895,-0.2031,2025-09-29,The Works,Discount Books & Crafts,"Books, Stationery & Crafts",,,False,BOOKS_TOYS,https://pe1.co.uk/stores/the-works/
Peterborough One Retail Park (PE1),RETAIL_PARK,"Eye Road, Peterborough",Peterborough,Cambridgeshire,PE1 4YZ,https://pe1.co.uk/,,52.5895,-0.2031,2025-09-29,Hobbycraft,Arts & Crafts,Craft Retailer,,,False,BOOKS_TOYS,https://www.hobbycraft.co.uk/store/184
Peterborough One Retail Park (PE1),RETAIL_PARK,"Eye Road, Peterborough",Peterborough,Cambridgeshire,PE1 4YZ,https://pe1.co.uk/,,52.5895,-0.2031,2025-09-29,Pets Corner,Pet Shop,Pet Food & Accessories,,,False,PETS,https://www.petscorner.co.uk/stores/peterborough-one
Peterborough One Retail Park (PE1),RETAIL_PARK,"Eye Road, Peterborough",Peterborough,Cambridgeshire,PE1 4YZ,https://pe1.co.uk/,,52.5895,-0.2031,2025-09-29,Auntie Anne’s,Food & Drink,Bakery/Soft Pretzels,,,False,FOOD_DRINK,https://pe1.co.uk/stores/auntie-annes/
Peterborough One Retail Park (PE1),RETAIL_PARK,"Eye Road, Peterborough",Peterborough,Cambridgeshire,PE1 4YZ,https://pe1.co.uk/,,52.5895,-0.2031,2025-09-29,Greggs,Food & Drink,Bakery,,,False,FOOD_DRINK_BAKERY,https://www.greggs.co.uk/stores/pe1-peterborough-one
Peterborough One Retail Park (PE1),RETAIL_PARK,"Eye Road, Peterborough",Peterborough,Cambridgeshire,PE1 4YZ,https://pe1.co.uk/,,52.5895,-0.2031,2025-09-29,Costa Coffee,Cafe,Coffee Shop,,,False,FOOD_DRINK_CAFE,https://www.costa.co.uk/store-locator/pe1-4yz/costa-coffee-peterborough-one-retail-park
Peterborough One Retail Park (PE1),RETAIL_PARK,"Eye Road, Peterborough",Peterborough,Cambridgeshire,PE1 4YZ,https://pe1.co.uk/,,52.5895,-0.2031,2025-09-29,Edinburgh Woollen Mill,Fashion,Clothing,,,False,APPAREL,https://pe1.co.uk/stores/edinburgh-woollen-mill/
Peterborough One Retail Park (PE1),RETAIL_PARK,"Eye Road, Peterborough",Peterborough,Cambridgeshire,PE1 4YZ,https://pe1.co.uk/,,52.5895,-0.2031,2025-09-29,Julian Charles,Home Furnishings,Bedding & Curtains,,,False,HOME_FURNISHINGS,https://pe1.co.uk/stores/julian-charles/
Peterborough One Retail Park (PE1),RETAIL_PARK,"Eye Road, Peterborough",Peterborough,Cambridgeshire,PE1 4YZ,https://pe1.co.uk/,,52.5895,-0.2031,2025-09-29,The Edinburgh Woollen Mill (Ponden Home concession),Home Furnishings,Home Textiles,Concession,,False,HOME_FURNISHINGS,https://www.juliancharles.co.uk/store-locator
Peterborough One Retail Park (PE1),RETAIL_PARK,"Eye Road, Peterborough",Peterborough,Cambridgeshire,PE1 4YZ,https://pe1.co.uk/,,52.5895,-0.2031,2025-09-29,The Original Factory Shop,Variety Store,Discount Fashion & Home,,,False,DISCOUNT_STORE,https://www.tofs.com/store/peterborough-one
